"Date","Price (Close)","Marketcap Dominance","Volatility","Active Addresses Count","Addresses with balance greater than $100K","Average Transaction Fees"
"2022-11-12","16902.437539576742","","0.7685764061334286","","",""
"2022-11-11","17027.29805321268","37.39795402505158","0.7839058596921156","964454","211623","1.2934623992623013"
"2022-11-10","17556.011672297223","37.5644317365566","0.7484165992331062","1056871","214833","1.4347242158471074"
"2022-11-09","15884.702615271268","37.90797091222368","0.6139208414696405","1076579","200223","1.3801111504774548"
"2022-11-08","18547.76468254699","37.7957703234237","0.4917527112910739","1051006","220906","1.3707370758215145"
"2022-11-07","20593.88799854998","38.255960869043264","0.3092452597312817","920253","254245","1.2376105631712278"
"2022-11-06","20908.497263098707","37.87591065122207","0.31203246083650804","811578","255986","1.2279015939670315"
"2022-11-05","21301.98968106932","37.504358797400485","0.31418266699496933","916525","257974","1.3815101415522093"
"2022-11-04","21149.01103498221","37.87358670970179","0.31269699588095295","939102","257146","1.465773928579126"
"2022-11-03","20207.379529792186","37.6224613415454","0.30011800375131387","1009478","250561","1.2793483625232416"
"2022-11-02","20152.897397135104","37.891973959163025","0.3150774851020144","869056","250300","1.3402638885167604"
"2022-11-01","20480.062967968108","38.01167849105215","0.31527588436761234","955117","253021","1.0940486524194282"
"2022-10-31","20490.59050212316","38.23583745289043","0.3175669383188496","980614","253019","1.123513754058111"
"2022-10-30","20631.656356435877","38.56846004299841","0.31543488802629255","830676","253746","1.186903613395485"
"2022-10-29","20817.85455315358","38.99100861891529","0.3159707712786926","871729","254957","1.1912313094486489"
"2022-10-28","20597.454441711005","39.210375677270974","0.32012069399206045","925522","253687","1.3774184361127857"
"2022-10-27","20296.736423672555","39.356126025570006","0.31219576819845973","895161","251129","1.307260088754348"
"2022-10-26","20776.122568874925","39.330615483496786","0.31930160714475997","1051950","254854","1.5915967691009842"
"2022-10-25","20085.68189296245","39.26986275650829","0.2999258804248144","829386","250028","1.3933846041694073"
"2022-10-24","19330.724351131157","39.27147497511374","0.2715184632062356","922514","225763","0.872106440873905"
